,0,1,2,3,4,5,6,7,8,9
0,0.8995173321632295,0.9021500658183413,0.9078543220710839,0.8955682316805617,0.8973233874506362,0.9100087796312555,0.9113257243195786,0.9056189640035118,0.8994732221246707,0.9007901668129938
1,0.8960070206230804,0.9060991663010092,0.9003949100482668,0.8968845985081176,0.8968845985081176,0.9047410008779632,0.9073748902546093,0.9078138718173837,0.8990342405618964,0.9029850746268657
2,0.8837209302325582,0.8749451513821852,0.8784554629223343,0.8696796840719614,0.8740675734971479,0.8893766461808604,0.8884986830553117,0.8805970149253731,0.8784021071115014,0.8854258121158911
3,0.8701184730144801,0.8784554629223343,0.8736287845546292,0.878894251864853,0.8604651162790697,0.882791922739245,0.8722563652326603,0.8709394205443372,0.8691834942932397,0.8683055311676909
4,0.8481790258885477,0.8455462922334357,0.8657305835892936,0.8481790258885477,0.8411584028082493,0.853819139596137,0.8577699736611062,0.8516242317822651,0.8481123792800702,0.8428446005267779
5,0.8938130759104871,0.8911803422553751,0.8867924528301887,0.8916191311978938,0.8903027643703378,0.9012291483757682,0.897278314310799,0.8906935908691835,0.8968393327480246,0.8937664618086041
6,0.8977621763931549,0.8986397542781922,0.903905221588416,0.8964458095655989,0.8898639754278193,0.9043020193151887,0.9069359086918349,0.8977172958735733,0.8999122036874452,0.8981562774363476
7,0.8701184730144801,0.8784554629223343,0.8740675734971479,0.8780166739798158,0.8674857393593681,0.884108867427568,0.8731343283582089,0.8735733099209834,0.8713784021071115,0.8700614574187884
8,0.9012724879333041,0.9021500658183413,0.9052215884159719,0.8924967090829311,0.8929354980254498,0.902107111501317,0.908252853380158,0.9064969271290606,0.8968393327480246,0.9003511852502195
9,0.9052215884159719,0.9012724879333041,0.9069767441860465,0.9034664326458973,0.8982009653356735,0.9122036874451273,0.9148375768217735,0.9108867427568043,0.9069359086918349,0.9043020193151887
10,0.8898639754278193,0.8736287845546292,0.8824045634050022,0.8762615182097411,0.8709960508995174,0.892449517120281,0.892449517120281,0.8814749780509219,0.887620719929763,0.8797190517998245
